,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Time,Month,Year,cluster_num
2628,3,0,1,3,9.84,12.12,60,8.9981,21,12,2012,2
2629,1,0,0,0,19.68,23.485,12,32.9975,0,2,2011,2
2630,0,0,1,0,27.88,31.82,79,12.998,22,7,2012,1
2631,2,0,1,0,26.24,30.305,23,19.0012,18,5,2012,0
2632,3,0,1,3,14.76,17.425,81,8.9981,3,11,2011,1
2633,1,0,1,0,18.04,21.97,38,19.0012,0,2,2012,2
2634,2,0,1,0,22.14,25.76,64,19.0012,1,6,2011,1
2635,3,0,0,0,26.24,31.06,44,6.0032,12,10,2011,0
2636,2,0,1,0,22.96,26.515,88,19.0012,8,5,2011,1
2637,3,0,1,0,28.7,32.575,65,0.0,18,10,2012,0
2638,2,0,0,0,22.96,26.515,83,7.0015,19,5,2011,1
2639,3,0,0,2,15.58,19.695,82,22.0028,11,10,2011,1
2640,0,0,0,3,28.7,32.575,54,7.0015,3,7,2012,0
2641,1,0,1,0,8.2,9.09,40,19.9995,8,1,2011,2
2642,2,0,1,3,13.94,15.15,71,26.0027,12,4,2011,1
2643,0,0,0,0,31.98,37.88,66,7.0015,7,7,2012,0
2644,3,0,1,0,8.2,10.605,72,7.0015,7,12,2012,1
2645,3,0,1,3,9.84,12.88,60,7.0015,20,12,2012,2
2646,2,0,1,0,20.5,24.24,63,16.9979,6,6,2011,1
2647,0,0,1,0,29.52,34.09,70,11.0014,6,7,2012,1
2648,2,0,1,3,26.24,30.305,69,19.0012,18,5,2012,1
2649,1,0,1,0,28.7,31.82,37,7.0015,17,3,2012,0
2650,0,0,0,3,27.06,30.305,78,7.0015,22,7,2011,1
2651,0,0,1,0,32.8,39.395,63,11.0014,13,9,2012,0
2652,1,0,1,0,4.1,6.06,58,8.9981,5,2,2012,2
2653,1,0,0,0,13.94,15.91,53,19.0012,12,3,2011,2
2654,2,0,1,0,13.12,15.91,53,12.998,20,4,2011,2
2655,2,0,0,3,22.14,25.76,64,8.9981,3,5,2012,1
2656,1,0,1,0,20.5,24.24,55,12.998,22,2,2012,0
2657,3,0,0,0,14.76,17.425,66,11.0014,20,11,2012,1
2658,0,0,1,3,31.98,37.12,62,8.9981,9,8,2011,0
2659,1,0,1,0,25.42,31.06,35,7.0015,20,3,2012,0
2660,0,1,0,0,27.06,29.545,89,6.0032,18,9,2011,1
2661,0,0,0,3,28.7,33.335,84,0.0,9,9,2012,1
2662,1,0,1,0,18.86,22.725,67,16.9979,4,2,2011,1
2663,0,0,1,0,31.16,36.365,66,16.9979,17,9,2012,0
2664,1,0,0,0,10.66,12.88,41,12.998,23,3,2012,2
2665,1,0,1,3,11.48,13.635,48,16.9979,15,2,2011,2
2666,0,0,1,3,27.88,31.82,89,8.9981,4,8,2012,1
2667,2,0,1,0,26.24,30.305,65,11.0014,16,5,2012,0
2668,1,0,1,0,9.02,13.635,75,0.0,2,2,2012,1
2669,3,0,1,3,13.12,15.91,45,12.998,20,12,2011,2
2670,3,0,1,0,27.06,31.06,57,7.0015,19,10,2012,0
2671,2,0,1,0,17.22,21.21,41,19.9995,3,4,2012,2
2672,2,0,1,0,36.9,40.91,37,16.9979,14,6,2011,0
2673,1,0,0,0,7.38,12.12,55,0.0,0,1,2011,2
2674,1,0,1,0,4.1,3.79,46,26.0027,23,1,2012,2
2675,0,0,1,0,28.7,33.335,79,12.998,21,7,2011,1
2676,3,0,1,0,22.96,26.515,56,19.0012,18,11,2011,0
2677,3,0,0,0,14.76,17.425,62,12.998,22,12,2012,2
2678,1,0,1,3,12.3,14.395,52,15.0013,12,2,2012,2
2679,3,0,1,3,21.32,25.0,77,12.998,1,10,2011,1
2680,1,0,1,0,9.02,9.85,37,22.0028,10,1,2011,2
2681,0,0,0,3,28.7,33.335,74,19.9995,18,8,2012,1
2682,2,0,0,3,22.96,26.515,46,8.9981,20,4,2012,0
2683,0,0,1,2,22.14,25.76,88,19.9995,13,9,2011,1
2684,0,0,0,0,34.44,38.635,47,7.0015,12,7,2012,0
2685,0,0,1,3,22.96,26.515,100,8.9981,5,9,2011,1
2686,2,0,1,3,22.96,26.515,88,0.0,8,5,2012,1
2687,3,0,0,2,13.94,15.15,87,19.9995,2,10,2011,1
2688,3,0,1,3,21.32,25.0,94,6.0032,1,10,2011,1
2689,3,0,1,2,23.78,27.275,94,8.9981,11,10,2012,1
2690,2,0,1,0,22.96,26.515,83,11.0014,3,6,2012,1
2691,3,0,1,0,19.68,23.485,55,8.9981,18,11,2011,0
2692,0,0,1,0,23.78,27.275,78,6.0032,2,9,2011,1
2693,1,0,0,3,22.14,25.76,39,22.0028,3,3,2011,2
2694,0,0,0,0,20.5,24.24,72,11.0014,10,9,2011,1
2695,0,0,1,0,27.06,31.06,31,26.0027,15,9,2012,0
2696,3,0,0,0,24.6,31.06,35,19.9995,13,10,2011,0
2697,0,0,1,0,26.24,30.305,73,15.0013,21,9,2012,1
2698,1,0,1,0,8.2,9.09,40,22.0028,18,1,2011,2
2699,1,0,1,3,14.76,18.18,57,6.0032,13,2,2011,2
2700,0,0,0,0,31.16,33.335,37,15.0013,17,8,2012,0
2701,1,0,1,0,18.86,22.725,77,35.0008,3,3,2012,1
2702,3,0,1,3,16.4,20.455,87,8.9981,13,12,2012,1
2703,1,0,0,2,18.04,21.97,100,15.0013,14,3,2011,1
2704,3,0,1,3,14.76,17.425,100,8.9981,5,11,2011,1
2705,2,1,0,0,31.16,34.09,45,22.0028,14,4,2012,0
2706,2,0,0,0,28.7,31.82,37,8.9981,13,5,2012,0
2707,2,0,1,3,25.42,30.305,69,11.0014,23,6,2012,1
2708,1,0,0,3,13.12,15.15,39,16.9979,19,1,2011,2
2709,2,0,1,0,20.5,24.24,31,22.0028,14,4,2012,2
2710,1,0,1,3,13.94,15.15,76,22.0028,16,3,2011,1
2711,3,0,1,0,15.58,19.695,43,23.9994,19,12,2012,2
2712,2,0,1,0,34.44,37.88,44,8.9981,12,6,2011,0
2713,3,0,1,3,12.3,15.91,100,6.0032,8,11,2011,1
2714,1,0,1,0,11.48,11.365,30,35.0008,16,1,2012,2
2715,0,0,1,3,27.06,29.545,94,15.0013,12,9,2011,1
2716,1,0,1,0,7.38,10.605,80,7.0015,9,2,2012,1
2717,2,0,0,0,33.62,38.635,49,7.0015,14,6,2011,0
2718,2,0,1,3,27.88,31.82,44,27.9993,12,6,2012,0
2719,3,0,1,0,17.22,21.21,16,26.0027,16,11,2012,2
2720,2,0,0,3,26.24,31.06,61,11.0014,1,6,2011,0
2721,3,0,0,0,14.76,16.665,46,16.9979,10,11,2012,2
2722,3,0,1,3,18.04,21.97,94,15.0013,10,12,2012,1
2723,0,0,1,0,29.52,34.85,74,12.998,0,8,2012,1
2724,1,0,1,0,6.56,6.82,47,19.9995,9,2,2011,2
2725,0,0,1,0,26.24,29.545,78,11.0014,21,9,2011,1
2726,1,0,0,2,13.94,15.15,100,19.9995,17,3,2011,1
2727,1,0,1,0,13.94,17.425,49,7.0015,22,2,2012,2
2728,1,0,1,0,0.82,2.275,41,11.0014,6,1,2012,2
2729,1,0,1,3,8.2,10.605,86,8.9981,9,1,2012,1
2730,1,0,1,0,21.32,25.0,42,16.9979,15,3,2011,2
2731,1,0,1,3,22.14,25.76,56,15.0013,21,3,2012,0
2732,2,1,0,0,32.8,34.85,33,26.0027,17,4,2012,0
2733,1,0,1,0,20.5,24.24,48,19.0012,16,3,2011,2
2734,0,0,0,0,27.88,31.82,83,11.0014,7,8,2011,1
2735,1,0,1,0,17.22,21.21,67,16.9979,8,3,2011,1
2736,1,0,1,0,6.56,6.82,55,19.0012,8,1,2012,2
2737,1,0,1,0,5.74,6.82,59,12.998,21,1,2011,2
2738,1,0,0,0,16.4,20.455,35,19.9995,22,2,2011,2
2739,1,0,1,0,17.22,21.21,35,19.9995,16,2,2012,2
2740,3,0,1,0,12.3,15.91,87,7.0015,4,12,2011,1
2741,0,0,0,0,27.06,31.06,65,19.0012,9,8,2012,0
2742,3,0,0,2,13.94,17.425,76,7.0015,1,12,2012,1
2743,1,0,0,0,4.92,5.305,39,23.9994,21,1,2011,2
2744,2,0,1,0,17.22,21.21,67,6.0032,5,4,2012,1
2745,1,0,0,3,8.2,11.365,40,7.0015,23,1,2011,2
2746,1,0,1,0,2.46,3.79,45,8.9981,3,2,2011,2
2747,3,0,0,0,18.04,21.97,67,15.0013,21,11,2012,1
2748,2,0,1,3,26.24,30.305,65,27.9993,10,6,2012,0
2749,2,0,1,0,20.5,24.24,31,7.0015,18,4,2012,2
2750,3,0,1,3,14.76,17.425,100,8.9981,6,11,2011,1
2751,0,0,1,0,29.52,33.335,51,11.0014,22,7,2012,0
2752,2,0,1,0,18.86,22.725,94,12.998,4,4,2011,1
2753,2,0,0,3,17.22,21.21,44,12.998,19,4,2011,2
2754,0,0,1,0,30.34,33.335,51,15.0013,19,8,2011,0
2755,2,0,0,3,30.34,33.335,51,0.0,13,6,2011,0
2756,0,0,0,2,22.96,26.515,88,12.998,16,9,2012,1
2757,2,0,1,0,18.86,22.725,77,11.0014,4,5,2012,1
2758,3,0,1,3,22.96,26.515,73,19.9995,6,10,2012,1
2759,0,0,1,3,26.24,30.305,69,7.0015,23,9,2011,1
2760,2,0,1,0,20.5,24.24,36,30.0026,20,4,2012,2
2761,2,0,1,3,24.6,31.06,53,22.0028,13,5,2012,0
2762,2,0,0,0,16.4,20.455,58,8.9981,1,4,2012,2
2763,0,0,0,3,27.88,31.82,83,15.0013,20,8,2011,1
2764,2,0,1,0,27.88,31.82,69,16.9979,11,6,2011,1
2765,3,0,0,3,13.12,16.665,57,7.0015,21,11,2012,2
2766,2,0,1,3,24.6,28.03,83,8.9981,8,5,2012,1
2767,0,0,0,0,29.52,35.605,84,8.9981,3,7,2012,1
2768,0,0,1,0,29.52,34.09,62,6.0032,10,8,2011,0
2769,2,0,0,0,30.34,32.575,30,7.0015,16,5,2012,0
2770,1,0,1,3,10.66,13.635,56,7.0015,12,1,2012,2
2771,2,0,1,0,22.96,26.515,21,35.0008,17,4,2012,2
2772,2,0,0,3,32.8,36.365,46,19.0012,14,6,2011,0
2773,1,0,1,0,9.02,11.365,69,11.0014,2,1,2012,1
2774,3,0,1,0,13.12,17.425,42,0.0,16,12,2012,2
2775,2,0,1,0,28.7,32.575,54,31.0009,17,5,2012,0
2776,1,0,0,3,16.4,20.455,87,6.0032,11,3,2012,1
2777,1,0,1,0,8.2,11.365,69,6.0032,23,1,2011,1
2778,3,0,0,0,24.6,31.06,40,19.9995,14,10,2011,0
2779,3,0,1,3,22.14,25.76,68,7.0015,19,10,2012,1
2780,1,0,1,0,26.24,31.06,57,15.0013,15,3,2012,0
2781,1,0,1,0,9.02,12.88,44,6.0032,11,1,2011,2
2782,2,0,1,0,25.42,31.06,35,0.0,22,6,2011,0
2783,2,0,1,0,28.7,33.335,84,16.9979,1,6,2011,1
2784,0,0,1,0,28.7,32.575,58,7.0015,6,7,2012,0
2785,1,0,1,0,11.48,12.88,61,26.0027,6,3,2012,2
2786,2,0,1,3,22.14,25.76,77,12.998,23,5,2011,1
2787,0,0,1,0,28.7,32.575,65,8.9981,3,7,2012,0
2788,1,0,1,0,21.32,25.0,55,11.0014,10,3,2012,0
2789,3,0,1,3,21.32,25.0,77,12.998,2,10,2011,1
2790,1,0,1,3,22.96,26.515,35,19.9995,16,2,2011,0
2791,3,1,0,3,28.7,31.82,45,6.0032,16,10,2011,0
2792,2,0,1,0,25.42,31.06,41,6.0032,13,6,2012,0
2793,0,0,1,0,29.52,33.335,51,12.998,17,9,2012,0
2794,2,0,1,3,24.6,31.06,56,16.9979,0,5,2012,0
2795,3,0,1,0,9.84,14.395,75,0.0,23,12,2011,1
2796,2,0,1,2,13.12,15.15,93,16.9979,18,4,2011,1
2797,3,0,1,0,17.22,21.21,77,0.0,17,12,2011,1
2798,0,0,1,3,22.14,25.76,42,0.0,13,9,2011,0
2799,2,0,1,0,20.5,24.24,59,16.9979,23,4,2011,0
2800,3,0,1,2,18.04,21.97,88,43.0006,1,11,2012,1
2801,3,0,1,0,12.3,14.395,52,19.0012,21,11,2012,2
2802,0,0,1,0,30.34,33.335,48,8.9981,20,7,2012,0
2803,3,0,1,3,15.58,19.695,54,6.0032,14,12,2011,2
2804,3,0,0,0,6.56,7.575,59,15.0013,1,12,2011,2
2805,3,0,1,3,15.58,19.695,94,11.0014,6,12,2012,1
2806,0,0,1,0,26.24,31.06,33,6.0032,11,9,2012,0
2807,2,0,1,2,23.78,27.275,73,11.0014,6,6,2011,1
2808,3,0,0,0,16.4,20.455,76,6.0032,2,10,2012,1
2809,0,0,1,0,31.16,12.12,52,19.0012,11,8,2012,2
2810,2,0,1,3,25.42,31.06,59,19.9995,11,5,2012,0
2811,2,0,1,0,27.06,31.06,41,19.9995,17,4,2012,0
2812,1,0,0,0,8.2,8.335,34,30.0026,13,1,2011,2
2813,2,0,1,3,25.42,31.06,50,23.9994,14,5,2012,0
2814,1,0,0,0,13.12,14.395,42,30.0026,19,1,2011,2
2815,0,0,1,3,20.5,24.24,77,12.998,5,9,2011,1
2816,1,0,1,3,15.58,19.695,20,0.0,14,3,2011,2
2817,1,0,1,0,22.14,25.76,68,19.0012,21,3,2012,1
2818,1,0,0,0,20.5,24.24,31,26.0027,16,3,2011,2
2819,2,0,0,0,16.4,20.455,58,8.9981,0,4,2012,2
2820,2,0,1,0,12.3,14.395,49,15.0013,3,4,2012,2
2821,2,0,0,0,27.06,30.305,78,15.0013,22,6,2011,1
2822,1,0,1,0,8.2,8.335,27,31.0009,3,3,2011,2
2823,3,0,1,0,9.02,11.365,69,8.9981,6,11,2012,1
2824,0,0,0,0,20.5,24.24,72,0.0,6,9,2012,1
2825,1,0,1,0,8.2,7.575,47,39.0007,12,1,2011,2
2826,1,0,1,0,13.94,17.425,31,7.0015,19,3,2011,2
2827,3,0,1,2,18.86,22.725,94,8.9981,13,11,2011,1
2828,2,0,1,3,25.42,31.06,50,7.0015,0,4,2011,0
2829,0,0,0,0,27.06,31.06,36,16.9979,18,9,2012,0
2830,0,0,1,0,30.34,34.09,55,11.0014,19,7,2012,0
2831,3,0,0,0,20.5,24.24,45,12.998,17,11,2012,0
2832,1,0,1,0,8.2,12.88,61,0.0,3,1,2012,2
2833,3,0,1,2,21.32,25.0,94,16.9979,11,10,2011,1
2834,0,0,1,0,24.6,29.545,69,8.9981,22,9,2012,1
2835,2,0,0,0,24.6,28.79,78,16.9979,20,5,2012,1
2836,3,0,1,0,7.38,10.605,74,7.0015,7,12,2011,1
2837,3,0,1,0,29.52,32.575,39,16.9979,15,10,2012,0
2838,1,0,1,3,22.96,26.515,49,15.0013,19,3,2012,0
2839,3,0,1,0,15.58,19.695,46,22.0028,18,12,2012,2
2840,3,0,1,3,13.94,16.665,61,8.9981,19,11,2012,2
2841,3,0,0,0,20.5,24.24,42,15.0013,21,10,2011,2
2842,0,0,1,2,22.14,25.76,83,26.0027,11,9,2011,1
2843,2,0,1,0,18.04,21.97,41,12.998,20,4,2012,2
2844,0,0,1,3,27.06,30.305,78,12.998,22,7,2011,1
2845,2,0,1,2,18.04,21.97,94,7.0015,7,5,2012,1
2846,1,0,1,0,13.94,17.425,49,7.0015,21,2,2012,2
2847,2,0,1,0,17.22,21.21,58,11.0014,8,4,2011,2
2848,2,0,0,3,22.14,25.76,94,8.9981,14,5,2011,1
2849,3,0,1,3,21.32,25.0,88,6.0032,7,10,2011,1
2850,0,0,1,0,27.88,31.82,79,6.0032,3,7,2012,1
2851,3,0,0,0,26.24,31.06,50,7.0015,18,10,2011,0
2852,2,0,1,0,28.7,31.82,42,16.9979,13,6,2012,0
2853,2,0,1,0,19.68,23.485,77,19.9995,7,6,2012,1
2854,1,0,1,2,21.32,25.0,72,19.9995,3,3,2012,1
2855,3,1,0,3,22.14,25.76,77,15.0013,23,11,2012,1
2856,2,0,1,2,27.06,29.545,89,12.998,15,6,2012,1
2857,2,0,1,0,25.42,30.305,65,11.0014,9,6,2012,1
2858,1,0,0,3,17.22,21.21,94,7.0015,8,3,2012,1
2859,2,0,1,0,26.24,30.305,73,12.998,21,5,2012,1
2860,2,0,1,0,14.76,17.425,76,12.998,8,4,2011,1
2861,0,0,0,0,26.24,30.305,69,15.0013,2,7,2011,1
2862,2,0,1,0,18.86,22.725,88,7.0015,4,6,2012,1
2863,0,0,0,3,27.88,31.82,34,19.0012,15,9,2012,0
2864,2,0,1,0,20.5,24.24,63,15.0013,3,5,2011,1
2865,1,0,1,3,13.12,17.425,81,0.0,22,2,2012,1
2866,1,0,0,0,4.1,3.03,42,31.0009,1,1,2011,2
2867,2,0,1,0,15.58,19.695,62,8.9981,8,4,2012,1
2868,2,0,1,0,21.32,25.0,48,23.9994,5,6,2011,2
2869,3,0,1,3,14.76,18.18,76,7.0015,5,10,2011,1
2870,3,0,1,3,16.4,20.455,62,27.9993,11,12,2011,2
2871,2,0,1,3,22.14,25.76,45,23.9994,10,4,2011,2
2872,1,0,0,0,16.4,20.455,37,22.0028,22,3,2011,2
2873,2,0,1,3,23.78,27.275,68,22.0028,3,5,2012,1
2874,3,0,1,0,15.58,19.695,50,12.998,13,12,2011,2
2875,3,0,1,0,13.94,15.91,61,15.0013,21,12,2012,2
2876,3,0,1,0,18.04,21.97,67,15.0013,3,10,2011,1
2877,2,0,1,0,31.98,34.85,46,19.0012,18,6,2011,0
2878,2,0,1,0,24.6,31.06,43,6.0032,17,4,2012,0
2879,2,0,1,0,13.12,14.395,61,23.9994,11,4,2011,2
2880,3,0,1,3,17.22,21.21,77,0.0,9,10,2012,1
2881,2,0,1,0,24.6,31.06,33,27.9993,11,4,2012,0
2882,3,0,0,0,20.5,24.24,48,6.0032,12,11,2012,0
2883,0,0,1,0,29.52,34.85,74,7.0015,8,8,2012,1
2884,3,0,1,2,21.32,25.0,83,6.0032,19,10,2012,1
2885,1,0,0,3,18.04,21.97,77,19.9995,15,1,2011,1
2886,3,0,1,0,14.76,18.18,43,7.0015,18,12,2011,2
2887,1,0,1,3,10.66,11.365,70,22.0028,0,1,2012,1
2888,1,0,1,3,10.66,13.635,56,8.9981,17,2,2011,2
2889,1,0,0,0,14.76,17.425,62,12.998,7,3,2011,2
2890,0,1,0,0,36.9,42.425,42,12.998,18,7,2012,0
2891,0,0,1,0,32.8,38.635,59,31.0009,15,9,2012,0
2892,3,0,1,0,18.04,21.97,77,0.0,20,11,2011,1
2893,3,0,1,0,16.4,20.455,76,8.9981,21,11,2011,1
2894,0,0,1,0,31.98,34.85,46,16.9979,21,8,2011,0
2895,1,0,1,0,4.1,5.305,54,16.9979,5,1,2011,2
2896,3,0,0,3,9.84,12.12,87,8.9981,8,12,2012,1
2897,0,0,0,3,25.42,28.03,88,0.0,23,9,2011,1
2898,2,0,1,0,27.88,31.06,22,23.9994,16,4,2012,0
2899,2,0,1,0,31.16,35.605,58,11.0014,8,6,2011,0
2900,1,0,1,0,13.94,16.665,61,12.998,5,3,2012,2
2901,0,0,1,3,31.16,35.605,58,19.0012,9,7,2012,0
2902,0,1,0,3,27.88,31.82,79,7.0015,1,9,2011,1
2903,2,0,0,3,24.6,30.305,64,6.0032,12,5,2012,0
2904,0,0,1,0,31.98,35.605,52,0.0,23,7,2011,0
2905,3,1,0,0,15.58,19.695,37,36.9974,13,11,2011,2
2906,3,1,0,3,17.22,21.21,58,7.0015,14,10,2012,2
2907,3,0,0,0,21.32,25.0,39,0.0,13,11,2012,0
2908,3,0,1,0,10.66,12.88,60,11.0014,9,12,2011,2
2909,0,0,1,2,24.6,25.76,94,12.998,1,9,2012,1
2910,3,0,1,3,18.86,22.725,88,19.9995,1,12,2011,1
2911,3,0,1,0,18.04,21.97,77,7.0015,6,10,2012,1
2912,0,0,1,3,28.7,32.575,65,7.0015,23,7,2012,0
2913,2,0,1,3,12.3,13.635,93,19.9995,22,4,2011,1
2914,0,0,1,3,32.8,35.605,38,8.9981,13,7,2012,0
2915,0,0,1,0,35.26,39.395,44,19.0012,14,8,2011,0
2916,0,0,1,0,36.08,40.91,44,12.998,15,7,2011,0
2917,0,0,1,0,31.98,37.12,62,0.0,10,7,2011,0
2918,1,0,1,0,12.3,12.88,26,36.9974,22,3,2011,2
2919,1,0,1,0,18.04,21.97,72,19.0012,4,3,2012,1
2920,2,0,1,0,17.22,21.21,30,19.0012,23,4,2012,2
2921,3,0,1,0,21.32,25.0,68,15.0013,20,10,2011,1
2922,1,0,0,0,13.94,15.15,49,22.0028,11,3,2011,2
2923,0,0,1,3,22.14,25.76,64,22.0028,2,9,2012,1
2924,1,0,0,0,12.3,16.665,70,0.0,11,2,2012,1
2925,0,0,0,0,37.72,41.665,33,16.9979,13,7,2012,0
2926,3,1,0,0,17.22,21.21,71,7.0015,0,11,2012,1
2927,1,0,1,0,17.22,21.21,35,27.9993,15,2,2012,2
2928,2,0,0,2,21.32,25.0,83,15.0013,6,5,2012,1
2929,0,0,1,0,30.34,34.85,70,16.9979,9,9,2012,1
2930,3,0,1,0,9.02,12.88,75,6.0032,7,12,2011,1
2931,1,0,1,2,12.3,15.91,61,7.0015,15,2,2012,2
2932,2,0,1,0,18.86,22.725,82,6.0032,3,5,2011,1
2933,3,0,1,0,10.66,13.635,75,8.9981,7,12,2012,1
2934,2,0,1,3,24.6,28.79,78,11.0014,1,6,2012,1
2935,0,0,1,0,24.6,28.03,83,6.0032,4,9,2011,1
2936,0,0,1,0,35.26,41.665,53,7.0015,13,7,2011,0
2937,3,0,1,2,22.14,25.76,77,6.0032,22,10,2012,1
2938,3,0,1,0,16.4,20.455,43,19.0012,12,11,2012,2
2939,1,0,0,3,18.86,22.725,88,19.9995,23,1,2011,1
2940,0,0,1,0,21.32,25.0,72,7.0015,0,9,2012,1
2941,2,0,0,0,24.6,31.06,40,7.0015,21,6,2012,0
2942,3,0,0,0,15.58,19.695,43,12.998,11,11,2012,2
2943,2,0,1,0,16.4,20.455,37,32.9975,22,4,2012,2
2944,0,0,1,0,22.96,26.515,83,6.0032,4,9,2011,1
2945,2,0,0,0,31.16,34.09,45,6.0032,11,6,2012,0
2946,2,0,1,0,22.14,25.76,94,6.0032,6,5,2012,1
2947,0,0,1,0,28.7,33.335,74,11.0014,2,8,2012,1
2948,0,0,1,0,29.52,33.335,54,15.0013,18,9,2011,0
2949,2,0,1,3,28.7,33.335,74,19.0012,11,6,2012,1
2950,3,0,0,0,9.84,11.365,48,12.998,18,12,2011,2
2951,2,0,1,0,26.24,30.305,65,27.9993,10,6,2012,0
2952,2,0,0,3,14.76,17.425,87,11.0014,3,4,2011,1
2953,2,0,1,0,17.22,21.21,35,26.0027,17,4,2012,2
2954,2,0,1,0,29.52,32.575,32,8.9981,20,6,2012,0
2955,1,0,1,3,8.2,10.605,51,11.0014,10,1,2011,2
2956,3,0,0,0,24.6,31.06,33,31.0009,14,10,2011,0
2957,1,0,1,0,9.02,13.635,75,0.0,1,1,2012,1
2958,0,0,0,0,31.16,36.365,66,6.0032,17,9,2012,0
2959,0,0,1,0,32.8,34.85,27,12.998,16,8,2011,0
2960,1,1,0,0,10.66,12.12,60,19.0012,20,1,2012,2
2961,0,0,1,0,29.52,32.575,39,15.0013,9,8,2011,0
2962,2,0,1,2,13.94,15.15,93,26.0027,8,5,2011,1
2963,0,0,1,0,28.7,31.82,41,19.9995,17,9,2012,0
2964,1,0,1,3,9.02,12.12,87,7.0015,23,1,2012,1
2965,3,0,1,2,22.96,26.515,88,12.998,6,10,2011,1
2966,1,0,1,0,9.84,13.635,62,7.0015,22,3,2011,2
2967,2,0,0,3,18.04,21.97,77,19.0012,23,4,2011,1
2968,3,0,0,0,13.94,17.425,53,6.0032,19,11,2012,2
2969,3,1,0,0,14.76,16.665,34,22.0028,16,11,2011,2
2970,1,0,1,0,15.58,19.695,46,7.0015,19,1,2012,2
2971,1,0,0,0,18.04,21.97,33,19.0012,19,3,2011,2
2972,2,0,1,0,22.96,26.515,60,15.0013,2,6,2012,0
2973,3,0,1,3,17.22,21.21,82,15.0013,2,11,2011,1
2974,3,0,1,0,14.76,18.18,76,6.0032,3,10,2012,1
2975,0,0,1,0,28.7,32.575,65,6.0032,5,8,2011,0
2976,2,0,1,0,24.6,31.06,43,0.0,17,6,2012,0
2977,1,0,1,2,6.56,11.365,93,0.0,7,2,2011,1
2978,1,0,0,3,16.4,20.455,100,19.9995,8,3,2011,1
2979,3,0,1,3,12.3,16.665,56,0.0,17,12,2011,2
2980,3,0,1,2,22.14,25.76,94,6.0032,22,10,2011,1
2981,2,0,1,0,22.14,25.76,73,23.9994,6,5,2012,1
2982,0,0,0,0,27.88,31.82,79,12.998,9,8,2012,1
2983,3,0,1,0,22.14,25.76,77,0.0,4,10,2012,1
2984,0,0,0,3,26.24,30.305,65,0.0,15,8,2012,1
2985,2,0,1,0,13.12,15.91,57,11.0014,6,4,2012,2
2986,3,0,1,0,13.12,15.91,70,12.998,7,12,2011,1
2987,0,0,1,3,30.34,34.85,66,6.0032,12,7,2011,0
2988,2,0,1,0,27.06,31.06,61,6.0032,22,6,2011,0
2989,0,0,1,3,28.7,33.335,84,0.0,1,9,2012,1
2990,2,0,1,0,22.96,26.515,83,11.0014,7,6,2012,1
2991,1,0,0,0,17.22,21.21,14,19.9995,3,2,2011,2
2992,3,0,1,3,24.6,29.545,73,11.0014,12,10,2011,1
2993,0,0,0,0,28.7,33.335,79,12.998,4,7,2012,1
2994,0,0,0,0,31.16,36.365,70,11.0014,1,7,2012,1
2995,3,0,1,0,12.3,14.395,56,15.0013,23,11,2012,2
2996,0,0,1,0,35.26,42.425,56,27.9993,17,7,2011,0
2997,0,0,1,0,28.7,32.575,58,30.0026,8,8,2011,0
2998,1,0,1,2,9.02,10.605,93,15.0013,8,2,2011,1
2999,3,0,1,0,21.32,25.0,63,7.0015,17,12,2012,1
3000,0,0,1,0,25.42,31.06,38,16.9979,14,9,2012,0
3001,0,0,0,0,32.8,37.12,49,19.9995,13,7,2011,0
3002,1,0,1,0,9.02,12.12,69,7.0015,3,1,2012,1
3003,3,0,1,0,9.02,12.88,87,6.0032,7,12,2011,1
3004,0,0,1,0,27.06,31.06,54,7.0015,7,7,2011,0
3005,1,0,1,3,15.58,19.695,76,22.0028,13,1,2012,1
3006,3,0,1,0,12.3,16.665,75,0.0,21,12,2011,1
3007,2,0,0,0,28.7,32.575,58,0.0,9,6,2012,0
3008,1,0,1,0,5.74,7.575,69,8.9981,7,1,2011,1
3009,1,0,1,0,16.4,20.455,50,11.0014,5,2,2012,2
3010,3,0,0,0,12.3,14.395,56,16.9979,0,12,2011,2
3011,1,0,0,0,18.04,21.97,51,19.9995,23,1,2012,2
3012,0,0,1,0,30.34,34.85,66,8.9981,2,7,2012,0
3013,2,0,1,0,14.76,16.665,40,27.9993,23,4,2012,2
3014,3,0,1,0,14.76,16.665,46,16.9979,20,11,2012,2
3015,2,0,0,0,28.7,33.335,74,11.0014,18,6,2011,1
3016,0,0,1,3,28.7,33.335,74,12.998,20,8,2011,1
3017,2,0,1,0,28.7,32.575,54,8.9981,19,5,2012,0
3018,1,0,0,2,9.84,11.365,87,15.0013,4,2,2012,1
3019,1,0,0,0,10.66,13.635,56,8.9981,1,1,2011,2
3020,1,0,1,0,8.2,9.85,44,16.9979,1,3,2012,2
3021,0,0,0,0,26.24,31.06,41,11.0014,15,9,2012,0
3022,3,0,0,0,12.3,13.635,49,19.9995,13,12,2011,2
3023,1,0,1,3,9.02,13.635,93,0.0,0,1,2011,1
3024,0,0,1,0,25.42,28.79,83,11.0014,8,9,2011,1
3025,1,0,1,0,12.3,14.395,56,19.0012,2,3,2012,2
3026,2,0,1,0,33.62,37.88,46,0.0,11,6,2011,0
3027,3,0,0,0,17.22,21.21,88,7.0015,5,10,2011,1
