,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed
2994,7/7/2012 1:00,Fall,0,0, Clear + Few clouds,31.16,36.365,70,11.0014
2995,11/6/2012 23:00,Winter,0,1, Clear + Few clouds,12.3,14.395,56,15.0013
2996,7/11/2011 17:00,Fall,0,1, Clear + Few clouds,35.26,42.425,56,27.9993
2997,8/16/2011 8:00,Fall,0,1, Clear + Few clouds,28.7,32.575,58,30.0026
2998,2/2/2011 8:00,Spring,0,1," Light Snow, Light Rain",9.02,10.605,93,15.0013
2999,12/3/2012 17:00,Winter,0,1, Clear + Few clouds,21.32,25.0,63,7.0015
3000,9/19/2012 14:00,Fall,0,1, Clear + Few clouds,25.42,31.06,38,16.9979
3001,7/17/2011 13:00,Fall,0,0, Clear + Few clouds,32.8,37.12,49,19.9995
3002,1/6/2012 3:00,Spring,0,1, Clear + Few clouds,9.02,12.12,69,7.0015
3003,12/2/2011 7:00,Winter,0,1, Clear + Few clouds,9.02,12.88,87,6.0032
3004,7/1/2011 7:00,Fall,0,1, Clear + Few clouds,27.06,31.06,54,7.0015
3005,1/17/2012 13:00,Spring,0,1, Mist + Cloudy ,15.58,19.695,76,22.0028
3006,12/9/2011 21:00,Winter,0,1, Clear + Few clouds,12.3,16.665,75,0.0
3007,6/10/2012 9:00,Summer,0,0, Clear + Few clouds,28.7,32.575,58,0.0
3008,1/12/2011 7:00,Spring,0,1, Clear + Few clouds,5.74,7.575,69,8.9981
3009,2/1/2012 5:00,Spring,0,1, Clear + Few clouds,16.4,20.455,50,11.0014
3010,12/3/2011 0:00,Winter,0,0, Clear + Few clouds,12.3,14.395,56,16.9979
3011,1/1/2012 23:00,Spring,0,0, Clear + Few clouds,18.04,21.97,51,19.9995
3012,7/18/2012 2:00,Fall,0,1, Clear + Few clouds,30.34,34.85,66,8.9981
3013,4/10/2012 23:00,Summer,0,1, Clear + Few clouds,14.76,16.665,40,27.9993
3014,11/16/2012 20:00,Winter,0,1, Clear + Few clouds,14.76,16.665,46,16.9979
3015,6/12/2011 18:00,Summer,0,0, Clear + Few clouds,28.7,33.335,74,11.0014
3016,8/4/2011 20:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,74,12.998
3017,5/1/2012 19:00,Summer,0,1, Clear + Few clouds,28.7,32.575,54,8.9981
3018,2/11/2012 4:00,Spring,0,0," Light Snow, Light Rain",9.84,11.365,87,15.0013
3019,1/16/2011 1:00,Spring,0,0, Clear + Few clouds,10.66,13.635,56,8.9981
3020,3/6/2012 1:00,Spring,0,1, Clear + Few clouds,8.2,9.85,44,16.9979
3021,9/16/2012 15:00,Fall,0,0, Clear + Few clouds,26.24,31.06,41,11.0014
3022,12/18/2011 13:00,Winter,0,0, Clear + Few clouds,12.3,13.635,49,19.9995
3023,1/19/2011 0:00,Spring,0,1, Mist + Cloudy ,9.02,13.635,93,0.0
3024,9/14/2011 8:00,Fall,0,1, Clear + Few clouds,25.42,28.79,83,11.0014
3025,3/7/2012 2:00,Spring,0,1, Clear + Few clouds,12.3,14.395,56,19.0012
3026,6/10/2011 11:00,Summer,0,1, Clear + Few clouds,33.62,37.88,46,0.0
3027,10/8/2011 5:00,Winter,0,0, Clear + Few clouds,17.22,21.21,88,7.0015
3028,2/11/2011 15:00,Spring,0,1, Clear + Few clouds,13.12,15.91,21,11.0014
3029,6/19/2011 17:00,Summer,0,0, Clear + Few clouds,30.34,33.335,51,0.0
3030,11/7/2012 5:00,Winter,0,1, Mist + Cloudy ,11.48,12.88,52,22.0028
3031,9/2/2012 16:00,Fall,0,0, Clear + Few clouds,30.34,34.85,70,0.0
3032,5/2/2012 13:00,Summer,0,1, Mist + Cloudy ,23.78,27.275,78,12.998
3033,5/19/2011 15:00,Summer,0,1, Clear + Few clouds,22.96,26.515,78,11.0014
3034,6/3/2012 17:00,Summer,0,0, Clear + Few clouds,28.7,31.82,34,16.9979
3035,10/9/2011 13:00,Winter,0,0, Clear + Few clouds,27.06,31.06,44,6.0032
3036,12/13/2011 0:00,Winter,0,1, Clear + Few clouds,9.02,13.635,80,0.0
3037,8/9/2012 8:00,Fall,0,1, Clear + Few clouds,29.52,34.85,74,7.0015
3038,7/3/2011 15:00,Fall,0,0, Clear + Few clouds,34.44,40.15,53,19.9995
3039,5/14/2012 18:00,Summer,0,1, Mist + Cloudy ,23.78,27.275,83,0.0
3040,8/9/2011 17:00,Fall,0,1, Clear + Few clouds,32.8,37.88,55,11.0014
3041,10/7/2012 14:00,Winter,0,0, Mist + Cloudy ,18.04,21.97,67,0.0
3042,1/18/2011 21:00,Spring,0,1, Mist + Cloudy ,9.02,12.12,93,7.0015
3043,6/8/2011 1:00,Summer,0,1, Clear + Few clouds,27.06,30.305,78,0.0
3044,2/12/2012 1:00,Spring,0,0," Light Snow, Light Rain",3.28,2.275,79,31.0009
3045,12/13/2012 2:00,Winter,0,1, Mist + Cloudy ,10.66,12.12,56,16.9979
3046,12/14/2011 5:00,Winter,0,1, Mist + Cloudy ,10.66,15.15,81,0.0
3047,6/17/2011 12:00,Summer,0,1, Clear + Few clouds,28.7,32.575,65,16.9979
3048,7/19/2012 17:00,Fall,0,1, Clear + Few clouds,35.26,39.395,41,0.0
3049,1/3/2012 18:00,Spring,0,1, Clear + Few clouds,5.74,4.545,26,35.0008
3050,11/10/2011 3:00,Winter,0,1, Clear + Few clouds,15.58,19.695,94,6.0032
3051,2/7/2011 11:00,Spring,0,1, Clear + Few clouds,12.3,15.91,65,6.0032
3052,3/3/2012 0:00,Spring,0,0," Light Snow, Light Rain",14.76,18.18,93,6.0032
3053,8/13/2011 11:00,Fall,0,0, Mist + Cloudy ,30.34,34.85,70,12.998
3054,7/8/2011 8:00,Fall,0,1, Mist + Cloudy ,29.52,34.85,74,16.9979
3055,9/7/2012 18:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,19.9995
3056,12/17/2012 5:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,87,0.0
3057,6/7/2011 4:00,Summer,0,1, Clear + Few clouds,23.78,27.275,83,8.9981
3058,2/7/2012 21:00,Spring,0,1, Clear + Few clouds,13.94,17.425,61,7.0015
3059,2/13/2012 9:00,Spring,0,1, Clear + Few clouds,4.92,6.82,50,12.998
3060,7/3/2012 11:00,Fall,0,1, Clear + Few clouds,35.26,37.88,34,12.998
3061,12/14/2012 4:00,Winter,0,1, Clear + Few clouds,8.2,11.365,75,6.0032
3062,1/13/2011 15:00,Spring,0,1, Clear + Few clouds,9.84,10.605,38,19.9995
3063,7/2/2012 0:00,Fall,0,1, Mist + Cloudy ,31.16,35.605,58,15.0013
3064,7/8/2011 0:00,Fall,0,1, Clear + Few clouds,30.34,34.85,66,7.0015
3065,8/11/2011 8:00,Fall,0,1, Clear + Few clouds,28.7,31.82,45,11.0014
3066,12/9/2011 15:00,Winter,0,1, Clear + Few clouds,15.58,19.695,46,19.0012
3067,11/17/2011 9:00,Winter,0,1, Mist + Cloudy ,13.94,15.15,61,22.0028
3068,9/4/2012 16:00,Fall,0,1, Clear + Few clouds,31.16,36.365,70,27.9993
3069,6/6/2011 9:00,Summer,0,1, Clear + Few clouds,28.7,32.575,58,11.0014
3070,8/16/2012 21:00,Fall,0,1, Clear + Few clouds,30.34,33.335,48,12.998
3071,1/15/2012 14:00,Spring,0,0, Clear + Few clouds,8.2,9.09,32,23.9994
3072,4/1/2012 8:00,Summer,0,0, Mist + Cloudy ,14.76,18.18,76,6.0032
3073,12/18/2012 19:00,Winter,0,1, Clear + Few clouds,15.58,19.695,46,26.0027
3074,5/14/2012 9:00,Summer,0,1," Light Snow, Light Rain",22.14,25.76,88,19.0012
3075,5/15/2011 5:00,Summer,0,0," Light Snow, Light Rain",21.32,25.0,100,7.0015
3076,4/12/2012 21:00,Summer,0,1, Clear + Few clouds,17.22,21.21,35,8.9981
3077,7/14/2012 10:00,Fall,0,0, Mist + Cloudy ,29.52,34.09,70,6.0032
3078,7/16/2011 7:00,Fall,0,0, Clear + Few clouds,25.42,29.545,73,8.9981
3079,9/3/2012 19:00,Fall,1,0, Clear + Few clouds,29.52,34.85,74,12.998
3080,9/5/2012 18:00,Fall,0,1, Clear + Few clouds,31.16,37.12,75,12.998
3081,4/15/2012 2:00,Summer,0,0, Mist + Cloudy ,22.14,25.76,56,7.0015
3082,7/18/2012 1:00,Fall,0,1, Clear + Few clouds,31.16,36.365,66,7.0015
3083,6/9/2012 13:00,Summer,0,0, Clear + Few clouds,33.62,34.85,24,19.0012
3084,12/2/2011 5:00,Winter,0,1, Clear + Few clouds,9.02,12.88,80,6.0032
3085,3/12/2012 14:00,Spring,0,1, Mist + Cloudy ,23.78,27.275,32,19.0012
3086,11/14/2011 10:00,Winter,0,1, Mist + Cloudy ,20.5,24.24,63,19.0012
3087,11/5/2012 20:00,Winter,0,1, Clear + Few clouds,13.12,15.15,49,16.9979
3088,12/15/2011 6:00,Winter,0,1, Clear + Few clouds,13.12,15.91,66,12.998
3089,8/16/2011 13:00,Fall,0,1, Clear + Few clouds,31.16,34.09,48,19.9995
3090,3/3/2012 16:00,Spring,0,0, Clear + Few clouds,20.5,24.24,27,19.9995
3091,4/9/2011 12:00,Summer,0,0, Mist + Cloudy ,14.76,17.425,81,8.9981
3092,3/3/2012 14:00,Spring,0,0, Mist + Cloudy ,18.86,22.725,44,23.9994
3093,12/3/2011 16:00,Winter,0,0, Clear + Few clouds,15.58,19.695,46,0.0
3094,5/1/2011 4:00,Summer,0,0, Clear + Few clouds,16.4,20.455,76,7.0015
3095,6/17/2011 22:00,Summer,0,1, Clear + Few clouds,25.42,28.03,88,8.9981
3096,9/7/2012 11:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,8.9981
3097,7/4/2012 19:00,Fall,1,0, Clear + Few clouds,35.26,40.15,47,15.0013
3098,2/18/2011 17:00,Spring,0,1, Clear + Few clouds,27.06,31.06,34,23.9994
3099,5/1/2012 18:00,Summer,0,1, Clear + Few clouds,28.7,32.575,54,8.9981
3100,10/1/2011 0:00,Winter,0,0, Clear + Few clouds,20.5,24.24,63,26.0027
3101,6/7/2012 17:00,Summer,0,1, Clear + Few clouds,29.52,32.575,34,16.9979
3102,2/6/2011 23:00,Spring,0,0, Clear + Few clouds,9.84,14.395,65,0.0
3103,6/16/2012 10:00,Summer,0,0, Clear + Few clouds,26.24,31.06,47,12.998
3104,8/4/2011 17:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,22.0028
3105,2/3/2011 15:00,Spring,0,1, Clear + Few clouds,9.02,9.85,37,22.0028
3106,5/14/2012 22:00,Summer,0,1, Mist + Cloudy ,23.78,27.275,78,6.0032
3107,8/15/2011 19:00,Fall,0,1, Clear + Few clouds,28.7,32.575,65,0.0
3108,4/12/2012 9:00,Summer,0,1, Clear + Few clouds,14.76,16.665,57,23.9994
3109,6/13/2012 15:00,Summer,0,1, Clear + Few clouds,29.52,32.575,32,32.9975
3110,12/14/2011 23:00,Winter,0,1, Clear + Few clouds,13.12,15.91,70,11.0014
3111,6/9/2012 15:00,Summer,0,0, Clear + Few clouds,34.44,35.605,20,19.9995
3112,6/2/2012 8:00,Summer,0,0, Clear + Few clouds,22.14,25.76,64,11.0014
3113,7/8/2012 3:00,Fall,0,0, Clear + Few clouds,32.8,38.635,59,7.0015
3114,1/2/2011 8:00,Spring,0,0," Light Snow, Light Rain",16.4,20.455,71,15.0013
3115,12/10/2011 23:00,Winter,0,0, Clear + Few clouds,8.2,10.605,47,11.0014
3116,7/16/2012 20:00,Fall,0,1, Clear + Few clouds,32.8,38.635,59,8.9981
3117,9/6/2011 20:00,Fall,0,1," Light Snow, Light Rain",22.14,25.76,88,19.9995
3118,8/10/2011 3:00,Fall,0,1, Clear + Few clouds,28.7,32.575,58,11.0014
3119,1/12/2011 2:00,Spring,0,1, Clear + Few clouds,5.74,7.575,86,8.9981
3120,7/14/2011 9:00,Fall,0,1, Clear + Few clouds,27.88,31.82,47,19.0012
3121,11/2/2012 6:00,Winter,0,1, Clear + Few clouds,12.3,15.15,70,11.0014
3122,5/16/2012 20:00,Summer,0,1, Clear + Few clouds,27.06,31.06,65,16.9979
3123,2/6/2011 9:00,Spring,0,0, Clear + Few clouds,11.48,14.395,56,7.0015
3124,10/4/2011 21:00,Winter,0,1, Clear + Few clouds,20.5,24.24,72,8.9981
3125,5/16/2011 9:00,Summer,0,1, Clear + Few clouds,24.6,29.545,69,12.998
3126,8/19/2012 21:00,Fall,0,0," Light Snow, Light Rain",25.42,29.545,78,6.0032
3127,9/14/2011 22:00,Fall,0,1, Mist + Cloudy ,27.06,31.06,65,8.9981
3128,12/3/2011 8:00,Winter,0,0, Clear + Few clouds,9.84,12.88,75,6.0032
3129,5/2/2012 0:00,Summer,0,1, Clear + Few clouds,24.6,28.79,78,7.0015
3130,4/19/2011 14:00,Summer,0,1, Mist + Cloudy ,22.14,25.76,64,12.998
3131,12/18/2011 20:00,Winter,0,0, Clear + Few clouds,9.84,12.88,60,7.0015
3132,4/6/2012 18:00,Summer,0,1, Clear + Few clouds,20.5,24.24,22,31.0009
3133,3/13/2011 21:00,Spring,0,0, Clear + Few clouds,12.3,14.395,56,16.9979
3134,10/11/2011 11:00,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,11.0014
3135,5/17/2011 17:00,Summer,0,1, Clear + Few clouds,25.42,30.305,65,27.9993
3136,4/4/2012 21:00,Summer,0,1, Clear + Few clouds,24.6,30.305,23,22.0028
3137,12/19/2012 15:00,Winter,0,1, Clear + Few clouds,17.22,21.21,50,19.0012
3138,8/6/2011 15:00,Fall,0,0, Mist + Cloudy ,34.44,40.15,53,16.9979
3139,10/10/2011 9:00,Winter,1,0, Clear + Few clouds,22.14,25.76,77,0.0
3140,3/16/2012 2:00,Spring,0,1, Mist + Cloudy ,17.22,21.21,82,12.998
3141,2/7/2012 2:00,Spring,0,1, Clear + Few clouds,12.3,16.665,61,0.0
3142,7/17/2011 21:00,Fall,0,0, Clear + Few clouds,30.34,34.09,62,15.0013
3143,10/6/2012 8:00,Winter,0,0, Clear + Few clouds,22.96,26.515,83,12.998
3144,1/5/2012 13:00,Spring,0,1, Clear + Few clouds,13.94,15.15,42,19.9995
3145,3/8/2011 6:00,Spring,0,1, Clear + Few clouds,8.2,12.88,59,0.0
3146,2/17/2012 17:00,Spring,0,1, Clear + Few clouds,17.22,21.21,32,22.0028
3147,1/13/2012 10:00,Spring,0,1, Clear + Few clouds,9.84,9.85,44,30.0026
3148,8/16/2012 9:00,Fall,0,1, Clear + Few clouds,29.52,33.335,54,7.0015
3149,7/9/2012 13:00,Fall,0,1, Mist + Cloudy ,31.16,34.85,55,16.9979
3150,7/1/2012 22:00,Fall,0,0, Clear + Few clouds,33.62,37.12,43,8.9981
3151,10/17/2012 4:00,Winter,0,1, Clear + Few clouds,14.76,18.18,81,6.0032
3152,10/14/2012 10:00,Winter,0,0, Clear + Few clouds,22.14,25.76,56,12.998
3153,2/17/2011 0:00,Spring,0,1, Clear + Few clouds,13.94,16.665,53,12.998
3154,5/10/2011 17:00,Summer,0,1, Clear + Few clouds,26.24,31.06,33,0.0
3155,2/3/2012 22:00,Spring,0,1, Clear + Few clouds,13.94,17.425,49,7.0015
3156,4/15/2012 0:00,Summer,0,0, Mist + Cloudy ,22.14,25.76,56,12.998
3157,1/8/2011 7:00,Spring,0,0, Mist + Cloudy ,6.56,9.09,74,7.0015
3158,7/14/2012 11:00,Fall,0,0, Mist + Cloudy ,29.52,34.09,70,7.0015
3159,8/12/2012 15:00,Fall,0,0, Clear + Few clouds,31.16,34.09,40,8.9981
3160,12/12/2012 0:00,Winter,0,1, Clear + Few clouds,12.3,15.15,52,11.0014
3161,8/18/2011 6:00,Fall,0,1, Mist + Cloudy ,26.24,29.545,78,16.9979
3162,10/1/2011 14:00,Winter,0,0, Mist + Cloudy ,17.22,21.21,71,23.9994
3163,10/9/2012 15:00,Winter,0,1, Mist + Cloudy ,21.32,25.0,63,11.0014
3164,6/4/2011 15:00,Summer,0,0, Mist + Cloudy ,30.34,32.575,27,27.9993
3165,11/2/2012 20:00,Winter,0,1, Mist + Cloudy ,14.76,16.665,46,27.9993
3166,7/7/2012 18:00,Fall,0,0, Clear + Few clouds,38.54,41.665,29,6.0032
3167,11/13/2011 12:00,Winter,0,0, Mist + Cloudy ,21.32,25.0,29,27.9993
3168,3/3/2012 20:00,Spring,0,0, Clear + Few clouds,18.04,21.97,30,8.9981
3169,1/12/2012 14:00,Spring,0,1, Clear + Few clouds,17.22,21.21,77,11.0014
3170,4/8/2012 20:00,Summer,0,0, Clear + Few clouds,22.96,26.515,28,27.9993
3171,9/13/2011 3:00,Fall,0,1, Clear + Few clouds,23.78,27.275,83,0.0
3172,11/19/2011 23:00,Winter,0,0, Clear + Few clouds,15.58,19.695,62,15.0013
3173,8/18/2011 1:00,Fall,0,1, Mist + Cloudy ,27.06,31.06,65,11.0014
3174,5/3/2012 19:00,Summer,0,1, Clear + Few clouds,28.7,32.575,61,12.998
3175,10/11/2012 15:00,Winter,0,1, Clear + Few clouds,21.32,25.0,34,11.0014
3176,4/19/2011 22:00,Summer,0,1, Clear + Few clouds,19.68,23.485,77,6.0032
3177,4/9/2011 18:00,Summer,0,0, Mist + Cloudy ,15.58,19.695,82,7.0015
3178,6/12/2012 5:00,Summer,0,1," Light Snow, Light Rain",24.6,27.275,88,8.9981
3179,7/8/2012 18:00,Fall,0,0, Clear + Few clouds,31.98,37.12,62,7.0015
3180,3/19/2012 9:00,Spring,0,1, Clear + Few clouds,20.5,24.24,72,11.0014
3181,10/2/2011 21:00,Winter,0,0, Clear + Few clouds,14.76,17.425,71,15.0013
3182,3/15/2012 16:00,Spring,0,1, Clear + Few clouds,29.52,32.575,37,26.0027
3183,7/18/2012 19:00,Fall,0,1, Mist + Cloudy ,31.16,35.605,62,7.0015
3184,2/18/2011 0:00,Spring,0,1, Clear + Few clouds,18.04,21.97,72,19.0012
3185,9/11/2011 21:00,Fall,0,0, Clear + Few clouds,26.24,30.305,69,0.0
3186,7/4/2012 16:00,Fall,1,0, Clear + Few clouds,37.72,42.425,35,16.9979
3187,5/14/2012 15:00,Summer,0,1, Mist + Cloudy ,25.42,29.545,73,11.0014
3188,2/15/2012 2:00,Spring,0,1, Clear + Few clouds,12.3,16.665,61,0.0
3189,12/4/2012 13:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,64,11.0014
3190,7/9/2011 10:00,Fall,0,0, Clear + Few clouds,31.16,34.85,52,11.0014
3191,3/11/2011 16:00,Spring,0,1, Mist + Cloudy ,13.94,15.15,49,19.9995
3192,4/18/2011 14:00,Summer,0,1, Mist + Cloudy ,23.78,27.275,49,12.998
3193,8/19/2012 1:00,Fall,0,0, Clear + Few clouds,26.24,30.305,65,0.0
3194,12/16/2012 6:00,Winter,0,0, Mist + Cloudy ,13.94,18.18,87,0.0
3195,5/18/2012 1:00,Summer,0,1, Clear + Few clouds,20.5,24.24,59,6.0032
3196,1/17/2011 4:00,Spring,1,0, Mist + Cloudy ,7.38,9.85,43,8.9981
3197,2/11/2011 14:00,Spring,0,1, Clear + Few clouds,12.3,14.395,26,16.9979
3198,4/12/2012 2:00,Summer,0,1, Clear + Few clouds,13.12,15.15,61,19.0012
3199,11/10/2011 23:00,Winter,0,1, Mist + Cloudy ,13.94,16.665,57,11.0014
3200,4/7/2012 2:00,Summer,0,0, Clear + Few clouds,14.76,16.665,29,23.9994
3201,10/10/2011 4:00,Winter,1,0, Clear + Few clouds,18.86,22.725,94,0.0
3202,3/1/2011 18:00,Spring,0,1, Clear + Few clouds,13.12,15.91,39,12.998
3203,9/6/2012 9:00,Fall,0,1," Light Snow, Light Rain",27.06,29.545,94,8.9981
3204,7/6/2012 5:00,Fall,0,1, Clear + Few clouds,30.34,34.85,66,12.998
3205,5/19/2012 1:00,Summer,0,0, Clear + Few clouds,20.5,24.24,48,0.0
3206,1/9/2011 5:00,Spring,0,0, Clear + Few clouds,3.28,4.545,53,12.998
3207,10/3/2011 8:00,Winter,0,1, Mist + Cloudy ,14.76,18.18,71,7.0015
3208,1/7/2012 11:00,Spring,0,0, Clear + Few clouds,13.94,15.91,57,15.0013
3209,5/3/2011 1:00,Summer,0,1, Mist + Cloudy ,22.96,26.515,78,16.9979
3210,8/14/2012 22:00,Fall,0,1, Clear + Few clouds,29.52,34.09,66,6.0032
3211,9/18/2011 3:00,Fall,0,0, Clear + Few clouds,18.04,21.97,82,12.998
3212,3/4/2011 2:00,Spring,0,1, Mist + Cloudy ,7.38,9.09,64,12.998
3213,3/8/2011 23:00,Spring,0,1, Clear + Few clouds,11.48,13.635,61,12.998
3214,9/10/2011 16:00,Fall,0,0, Clear + Few clouds,30.34,34.09,55,12.998
3215,1/9/2011 21:00,Spring,0,0, Clear + Few clouds,5.74,5.305,46,27.9993
3216,1/3/2011 9:00,Spring,0,1, Clear + Few clouds,6.56,6.82,43,26.0027
3217,12/5/2011 16:00,Winter,0,1, Clear + Few clouds,20.5,24.24,63,6.0032
3218,1/9/2012 2:00,Spring,0,1, Clear + Few clouds,9.84,12.12,56,8.9981
3219,3/3/2011 0:00,Spring,0,1, Clear + Few clouds,9.84,9.85,30,31.0009
3220,10/12/2012 14:00,Winter,0,1, Clear + Few clouds,22.96,26.515,37,31.0009
3221,2/14/2012 14:00,Spring,0,1, Clear + Few clouds,16.4,20.455,40,15.0013
3222,10/11/2011 20:00,Winter,0,1, Mist + Cloudy ,23.78,27.275,83,15.0013
3223,10/10/2012 11:00,Winter,0,1, Clear + Few clouds,22.14,25.76,52,12.998
3224,5/17/2012 5:00,Summer,0,1, Clear + Few clouds,22.96,26.515,68,22.0028
3225,3/4/2012 19:00,Spring,0,0, Clear + Few clouds,12.3,12.88,36,32.9975
3226,4/19/2012 18:00,Summer,0,1, Clear + Few clouds,24.6,31.06,43,6.0032
3227,2/4/2011 2:00,Spring,0,1, Mist + Cloudy ,5.74,8.335,63,7.0015
3228,10/7/2012 16:00,Winter,0,0," Light Snow, Light Rain",16.4,20.455,82,11.0014
3229,3/14/2012 13:00,Spring,0,1, Clear + Few clouds,27.06,31.06,27,15.0013
3230,1/13/2012 21:00,Spring,0,1, Clear + Few clouds,9.84,10.605,41,19.0012
3231,7/3/2011 12:00,Fall,0,0, Clear + Few clouds,32.8,37.88,55,7.0015
3232,9/2/2012 12:00,Fall,0,0," Light Snow, Light Rain",30.34,34.85,70,0.0
3233,2/10/2012 17:00,Spring,0,1, Mist + Cloudy ,13.94,16.665,42,12.998
3234,7/10/2011 0:00,Fall,0,0, Clear + Few clouds,28.7,32.575,61,11.0014
3235,10/16/2011 5:00,Winter,0,0, Clear + Few clouds,17.22,21.21,54,11.0014
3236,11/2/2011 0:00,Winter,0,1, Clear + Few clouds,13.12,17.425,87,0.0
3237,11/15/2011 17:00,Winter,0,1, Mist + Cloudy ,20.5,24.24,72,12.998
3238,2/17/2011 17:00,Spring,0,1, Mist + Cloudy ,23.78,27.275,32,19.9995
3239,4/1/2012 12:00,Summer,0,0, Mist + Cloudy ,17.22,21.21,67,15.0013
3240,6/10/2012 4:00,Summer,0,0, Clear + Few clouds,25.42,29.545,78,6.0032
3241,10/3/2011 17:00,Winter,0,1, Mist + Cloudy ,16.4,20.455,76,11.0014
3242,9/10/2011 15:00,Fall,0,0, Clear + Few clouds,30.34,34.09,55,15.0013
3243,10/2/2011 20:00,Winter,0,0, Mist + Cloudy ,14.76,16.665,76,16.9979
3244,9/2/2011 10:00,Fall,0,1, Mist + Cloudy ,26.24,30.305,76,11.0014
3245,8/13/2011 3:00,Fall,0,0, Clear + Few clouds,27.06,31.06,65,8.9981
3246,9/6/2012 20:00,Fall,0,1, Clear + Few clouds,27.06,30.305,78,15.0013
3247,9/13/2011 7:00,Fall,0,1, Clear + Few clouds,23.78,27.275,83,6.0032
3248,7/17/2011 12:00,Fall,0,0, Clear + Few clouds,31.16,34.85,55,19.0012
3249,1/8/2011 9:00,Spring,0,0," Light Snow, Light Rain",6.56,9.09,93,7.0015
3250,3/10/2011 23:00,Spring,0,1," Light Snow, Light Rain",13.94,17.425,0,6.0032
3251,9/4/2012 5:00,Fall,0,1, Mist + Cloudy ,27.06,29.545,89,0.0
3252,4/5/2011 15:00,Summer,0,1, Clear + Few clouds,16.4,20.455,46,31.0009
3253,8/18/2011 11:00,Fall,0,1, Clear + Few clouds,31.16,35.605,58,16.9979
3254,3/7/2011 16:00,Spring,0,1, Clear + Few clouds,13.94,15.15,31,23.9994
3255,2/5/2012 15:00,Spring,0,0, Mist + Cloudy ,12.3,14.395,56,16.9979
3256,9/5/2011 9:00,Fall,1,0," Light Snow, Light Rain",27.88,31.82,74,11.0014
3257,10/16/2011 16:00,Winter,0,0, Clear + Few clouds,24.6,31.06,46,26.0027
3258,2/1/2012 11:00,Spring,0,1, Clear + Few clouds,16.4,20.455,58,11.0014
3259,6/7/2012 22:00,Summer,0,1, Clear + Few clouds,24.6,31.06,46,11.0014
3260,7/4/2012 11:00,Fall,1,0, Clear + Few clouds,33.62,37.88,46,8.9981
3261,11/16/2011 18:00,Winter,0,1," Light Snow, Light Rain",18.86,22.725,88,26.0027
3262,4/2/2011 10:00,Summer,0,0, Mist + Cloudy ,14.76,17.425,57,11.0014
3263,1/13/2011 10:00,Spring,0,1, Mist + Cloudy ,6.56,6.82,50,23.9994
3264,8/17/2012 16:00,Fall,0,1, Mist + Cloudy ,34.44,12.12,32,30.0026
3265,10/2/2012 9:00,Winter,0,1," Light Snow, Light Rain",23.78,27.275,88,8.9981
3266,7/6/2012 2:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,8.9981
3267,10/1/2012 13:00,Winter,0,1, Mist + Cloudy ,24.6,31.06,43,11.0014
3268,5/15/2011 2:00,Summer,0,0, Mist + Cloudy ,21.32,25.0,100,8.9981
3269,9/5/2012 23:00,Fall,0,1, Clear + Few clouds,28.7,33.335,84,6.0032
3270,4/15/2011 23:00,Summer,1,0, Mist + Cloudy ,14.76,17.425,81,12.998
3271,12/12/2011 9:00,Winter,0,1, Mist + Cloudy ,7.38,10.605,74,6.0032
3272,3/4/2011 23:00,Spring,0,1, Mist + Cloudy ,12.3,15.15,75,11.0014
3273,12/14/2011 2:00,Winter,0,1, Clear + Few clouds,10.66,15.15,75,0.0
3274,5/6/2012 17:00,Summer,0,0, Mist + Cloudy ,25.42,30.305,65,8.9981
3275,6/2/2011 5:00,Summer,0,1, Clear + Few clouds,27.06,31.06,39,15.0013
3276,12/3/2012 5:00,Winter,0,1, Clear + Few clouds,13.94,17.425,93,6.0032
3277,11/18/2011 8:00,Winter,0,1, Clear + Few clouds,9.02,11.365,44,12.998
3278,4/17/2011 7:00,Summer,0,0, Clear + Few clouds,14.76,16.665,50,23.9994
3279,7/5/2011 10:00,Fall,0,1, Clear + Few clouds,31.16,34.85,52,7.0015
3280,8/10/2011 18:00,Fall,0,1, Clear + Few clouds,33.62,35.605,28,19.9995
3281,2/17/2011 1:00,Spring,0,1, Clear + Few clouds,13.94,15.91,53,15.0013
3282,1/8/2012 19:00,Spring,0,0, Clear + Few clouds,13.12,15.91,49,12.998
3283,3/11/2012 16:00,Spring,0,0, Clear + Few clouds,20.5,24.24,31,23.9994
3284,2/19/2012 15:00,Spring,0,0, Mist + Cloudy ,12.3,14.395,49,12.998
3285,9/5/2012 22:00,Fall,0,1, Clear + Few clouds,29.52,34.85,79,0.0
3286,7/3/2011 1:00,Fall,0,0, Mist + Cloudy ,28.7,32.575,61,11.0014
3287,1/12/2011 0:00,Spring,0,1, Mist + Cloudy ,6.56,9.85,86,6.0032
3288,3/4/2012 6:00,Spring,0,0, Mist + Cloudy ,12.3,13.635,52,19.9995
3289,6/18/2011 20:00,Summer,0,0, Mist + Cloudy ,29.52,33.335,58,8.9981
